title,description,category,wholesale_price,selling_price,mrp,stock,gst_percent,hsn_code,image_url_1,image_url_2,image_url_3,is_active
Uncle Chipps Spicy Treat Potato Chips - 80 GM,"Uncle Chipps Spicy Treat Potato Chips ? crispy and delicious snack perfect for anytime munching, 80 GM.",Groceries,47,45,48,10,18,1806,,,,
Unibic Caramel Biscotti - 98 g,"Unibic Caramel Biscotti ? quality product for everyday use, 98 g.",Groceries,29,28,30,10,,,,,,
Unibic Choco Chip Cookies - 450.0 GM,"Unibic Choco Chip Cookies ? crispy and delicious snack perfect for anytime munching, 450.0 GM.",Groceries,194,188,200,10,18,1806,,,,
Unibic Choco Ripple Cookies - 5 x 98.8 g,"Unibic Choco Ripple Cookies ? crispy and delicious snack perfect for anytime munching, 5 x 98.8 g.",Groceries,184,179,190,10,18,1806,,,,
Unibic Coconut Bar Slice Cake - 2 x 55 g,"Unibic Coconut Bar Slice Cake ? quality product for everyday use, 2 x 55 g.",Groceries,58,56,60,10,12,2106,,,,
Unibic Danish Coconut Cookies - 300 GM,"Unibic Danish Coconut Cookies ? crispy and delicious snack perfect for anytime munching, 300 GM.",Groceries,165,160,170,10,18,1806,,,,
Unibic Eggless Plum Cake - 330 GM,"Unibic Eggless Plum Cake ? quality product for everyday use, 330 GM.",Groceries,213,207,220,10,12,2106,,,,
Unibic Fruit & Nut Cookies - 150 g,"Unibic Fruit & Nut Cookies ? crispy and delicious snack perfect for anytime munching, 150 g.",Groceries,58,56,60,10,18,1806,,,,
Unibic Fruit N' Nut Pound Cake - 220 GM,"Unibic Fruit N' Nut Pound Cake ? quality product for everyday use, 220 GM.",Groceries,218,212,225,10,12,2106,,,,
Unibic Kerala Banana Chips Classic Salted - 220 g (2 x 110 g),"Unibic Kerala Banana Chips Classic Salted ? crispy and delicious snack perfect for anytime munching, 220 g (2 x 110 g).",Groceries,96,93,99,10,18,1806,,,,
Unibic Oats Digestive Cookies - 1 KG,"Unibic Oats Digestive Cookies ? crispy and delicious snack perfect for anytime munching, 1 KG.",Groceries,262,254,270,10,5,1101,,,,
Unibic Qubz Assorted Wafer Chocolate - 3 x 30 g,"Unibic Qubz Assorted Wafer Chocolate ? indulgent chocolate treat with rich cocoa flavour, 3 x 30 g.",Groceries,87,85,90,10,12,2202,,,,
Unibic Qubz Choco Hazelnut Wafer Cube - 120 GM,"Unibic Qubz Choco Hazelnut Wafer Cube ? quality product for everyday use, 120 GM.",Groceries,131,127,135,10,18,1806,,,,
"Unibic Swaadesi Fruit Biskut Bakery Cookies - No Maida, No Palm Oil - 200 GM","Unibic Swaadesi Fruit Biskut Bakery Cookies ? crispy and delicious snack perfect for anytime munching, No Maida, No Palm Oil.",Groceries,175,169,180,10,5,1101,,,,
"Unigen Type-C iphone Charger Adapter with Type C to C Cable (20W, White) - 1 unit","Fast and reliable unigen type-c iphone charger adapter with type c to c cable (20w, white) for quick device charging, 1 unit.",Electronics,"2,909","2,822","2,999",10,18,8543,,,,
Urban Platter Unsweetened Coconut Milk - 250 ML,"Urban Platter Unsweetened Coconut Milk ? aromatic and refreshing brew to energise your day, 250 ML.",Groceries,136,132,140,10,,,,,,
"Urban Space Blackout Door Curtain (Faux Silk, Dark Brown) - 1 pack (2 pieces)","Urban Space Blackout Door Curtain (Faux Silk, Dark Brown) ? soft and comfortable home linen for daily use, 1 pack (2 pieces).",Home,"2,618","2,539","2,699",10,12,9403,,,,
"Urban Space Blackout Window Curtain - 5 Feet (Faux Silk, Beige) - 1 pair","Urban Space Blackout Window Curtain ? soft and comfortable home linen for daily use, 5 Feet (Faux Silk, Beige).",Home,"2,424","2,351","2,499",10,12,9403,,,,
"Urban Space Cotton Double Bedsheet (144 TC, Blue & Pink) - 1 set","Urban Space Cotton Double Bedsheet (144 TC, Blue & Pink) ? quality product for everyday use, 1 set.",Groceries,"1,939","1,881","1,999",10,,,,,,
UrbanGabru Casanova Men's Hair Removal Spray - 200 ml,"UrbanGabru Casanova Men's Hair Removal Spray ? quality product for everyday use, 200 ml.",Groceries,728,706,750,10,,,,,,
UrbanGabru Volumizing Powder Hair Wax - 10 g,"UrbanGabru Volumizing Powder Hair Wax ? premium makeup for a flawless and long-lasting look, 10 g.",Beauty,387,375,399,10,18,3304,,,,
URGO Aluminium Disposable Food Container with Lids (450 ml) - 25 pcs,"URGO Aluminium Disposable Food Container with Lids (450 ml) ? protective face mask for safe and comfortable wear, 25 pcs.",Groceries,193,187,199,10,,,,,,
URGO Food-Safe Cling Wrap with Cutting Blade - 1 unit,"URGO Food-Safe Cling Wrap with Cutting Blade ? durable and convenient storage solution to keep food fresh, 1 unit.",Groceries,125,121,129,10,,,,,,
URGO Lemon Scented Garbage Bag (Medium) - 1 pack (30 pieces),URGO Lemon Scented Garbage Bag (Medium) ? stylish accessory to complement your everyday look.,Groceries,116,113,120,10,,,,,,
URGO Premium Red Party Glass (480 ml) - 1 pack (10 x 480 ml),"URGO Premium Red Party Glass (480 ml) ? quality kitchenware for everyday cooking and dining, 1 pack (10 x 480 ml).",Groceries,193,187,199,10,,,,,,
Ustraa Scuba Cologne Eau De Cologne (Aquatic Fougere) - 100 ML,"Ustraa Scuba Cologne Eau De Cologne (Aquatic Fougere) ? long-lasting fragrance for all-day freshness and confidence, 100 ML.",Beauty,581,564,599,10,18,3304,,,,
Uttam Bhakhari Flour - 1 KG,"Uttam Bhakhari Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 1 KG.",Groceries,58,56,60,10,5,1101,,,,
Uttam Fada Daliya - 500 GM,"Uttam Fada Daliya ? premium quality pulses, nutritious and easy to cook, 500 GM.",Groceries,30,29,31,10,5,1101,,,,
Uttam Maida - 1 kg,"Uttam Maida ? quality product for everyday use, 1 kg.",Groceries,54,53,56,10,5,1101,,,,
Uttam Maida - 500 g,"Uttam Maida ? quality product for everyday use, 500 g.",Groceries,29,28,30,10,5,1101,,,,
Uttam Rava - 1 KG,"Uttam Rava ? quality product for everyday use, 1 KG.",Groceries,58,56,60,10,,,,,,
Uttam Rava - 500 GM,"Uttam Rava ? quality product for everyday use, 500 GM.",Groceries,31,30,32,10,,,,,,
Uttam Sooji/Rava - 1 kg,"Uttam Sooji/Rava ? quality product for everyday use, 1 kg.",Groceries,66,64,68,10,,,,,,
Uttam Sooji/Rava - 500 g,"Uttam Sooji/Rava ? quality product for everyday use, 500 g.",Groceries,36,35,37,10,,,,,,
Valentine's Day Red and White Heart Shaped Balloons by Party Propz - 1 pack (25 pieces),"Valentine's Day Red and White Heart Shaped Balloons by Party Propz ? effective protection against mosquitoes and insects for a peaceful night, 1 pack (25 pieces).",Groceries,290,281,299,10,,,,,,
VAMA Elegant Stone Nose Pins (Multicolour) - 1 pack (60 pieces),"VAMA Elegant Stone Nose Pins (Multicolour) ? quality product for everyday use, 1 pack (60 pieces).",Groceries,970,941,"1,000",10,,,,,,
Vanilla Chocolate Sugar-Free Laddu by Eat Better Co - 40 GM,"Vanilla Chocolate Sugar-Free Laddu by Eat Better Co ? indulgent chocolate treat with rich cocoa flavour, 40 GM.",Groceries,77,74,79,10,12,2202,,,,
Vanish Oxi Action Fabric Stain Remover (800 ml) - 800 ml,"Vanish Oxi Action Fabric Stain Remover (800 ml) ? quality product for everyday use, 800 ml.",Home,271,263,279,10,18,3402,,,,
Vanish Oxi Action Fabric Stain Remover 400 ml - 400 ml,"Vanish Oxi Action Fabric Stain Remover 400 ml ? quality product for everyday use, 400 ml.",Home,102,99,105,10,18,3402,,,,
Vaseline Intensive Care Coconut Restore Body Oil - 200 ml,"Vaseline Intensive Care Coconut Restore Body Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 200 ml.",Home,775,752,799,10,12,3926,,,,
"Vaseline Intensive Care Deep Body Lotion (Long Lasting Moisturization For Healthy, Glowing Skin) - 400 ML","Vaseline Intensive Care Deep Body Lotion (Long Lasting Moisturization For Healthy, Glowing Skin) ? hydrating formula to keep your skin soft and smooth, 400 ML.",Beauty,500,485,515,10,18,3304,,,,
Veeba Gourmet Arrabbiata Pasta Sauce - 400 g,"Veeba Gourmet Arrabbiata Pasta Sauce ? tangy and flavourful accompaniment to elevate every meal, 400 g.",Groceries,280,272,289,10,5,910,,,,
Veeba Salsa Dip - 360 GM,"Veeba Salsa Dip ? quality product for everyday use, 360 GM.",Groceries,154,150,159,10,12,2106,,,,
Veeba Smokey Barbeque Sauce - 330 g,"Veeba Smokey Barbeque Sauce ? tangy and flavourful accompaniment to elevate every meal, 330 g.",Groceries,164,159,169,10,5,910,,,,
Veet Aloe Vera Sensitive Skin Hair Removal Cream (30 g) - 30 GM,"Veet Aloe Vera Sensitive Skin Hair Removal Cream (30 g) ? hydrating formula to keep your skin soft and smooth, 30 GM.",Groceries,112,108,115,10,12,405,,,,
Veet Expert Electric All-In-One Female Body Trimmer (Grey) - 1 unit,"Veet Expert Electric All-In-One Female Body Trimmer (Grey) for professional-grade grooming at home, 1 unit.",Electronics,"1,939","1,881","1,999",10,18,8543,,,,
Veet Face Wax Strips - 4 pieces,"Veet Face Wax Strips ? quality product for everyday use, 4 pieces.",Groceries,77,74,79,10,,,,,,
Veet Professional Ready-to-use Normal Skin Wax Strips - 8 PIECE,"Veet Professional Ready-to-use Normal Skin Wax Strips ? quality product for everyday use, 8 PIECE.",Groceries,125,121,129,10,,,,,,
Veet Pure Hair Removal Cream (For Dry Skin) - 30 g,"Veet Pure Hair Removal Cream (For Dry Skin) ? hydrating formula to keep your skin soft and smooth, 30 g.",Groceries,112,108,115,10,12,405,,,,
"Vega Beard Trimmer for Men Power Lite, 90 Mins Runtime USB Type C, (VHTH-38) - 1 unit","Fast and reliable vega beard trimmer for men power lite, 90 mins runtime usb type c, (vhth-38) for quick device charging, 1 unit.",Electronics,"1,115","1,081","1,149",10,18,8543,,,,
Vega Graduated Dressing Hair Comb (Black) - 1 PIECE,Vega Graduated Dressing Hair Comb (Black) ? comfortable and stylish wear for everyday use.,Fashion,137,133,141,10,12,6204,,,,
Vega Nail Filer (Large) - 1 PIECE,"Vega Nail Filer (Large) ? quality product for everyday use, 1 PIECE.",Home,131,127,135,10,12,4820,,,,
Vembley Bow Reusable French Press On Nails (Back To Black) - 1 Set,"Vembley Bow Reusable French Press On Nails (Back To Black) ? quality product for everyday use, 1 Set.",Groceries,"1,454","1,410","1,499",10,,,,,,
Vicco Turmeric Skin Treatment Cream with Sandalwood Oil - 30 g,"Vicco Turmeric Skin Treatment Cream with Sandalwood Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 30 g.",Fashion,141,136,145,10,12,6204,,,,
Vicco Vajradanti Ayurvedic Herbal Toothpaste for Strong Teeth & Gum - 100 g,"Vicco Vajradanti Ayurvedic Herbal Toothpaste for Strong Teeth & Gum ? complete oral care for a clean and fresh mouth all day, 100 g.",Beauty,87,85,90,10,18,3304,,,,
Vicco Vajradanti Ayurvedic Herbal Toothpaste for Strong Teeth & Gum - 100 g,"Vicco Vajradanti Ayurvedic Herbal Toothpaste for Strong Teeth & Gum ? complete oral care for a clean and fresh mouth all day, 100 g.",Beauty,82,80,85,10,18,3304,,,,
Vicks ZzzQuil Natura Melatonin Sleep Supplement (Strawberry Lavender) - 30 GM,"Vicks ZzzQuil Natura Melatonin Sleep Supplement (Strawberry Lavender) ? nutritional supplement to support your health and wellness goals, 30 GM.",Health & Wellness,218,212,225,10,12,3005,,,,
Vicky Heavy Weight Rubber Cricket Ball - 1 pack (6 pieces),Vicky Heavy Weight Rubber Cricket Ball ? quality sporting equipment for training and recreational play.,Groceries,576,559,594,10,,,,,,
Vijay Basmati Puffed Rice - 500 g,"Vijay Basmati Puffed Rice ? premium quality rice with long grains, ideal for everyday meals, 500 g.",Groceries,92,89,95,10,5,1101,,,,
Vijay Kolapuri Murmura Puffed Rice - 500 g,"Vijay Kolapuri Murmura Puffed Rice ? premium quality rice with long grains, ideal for everyday meals, 500 g.",Groceries,97,94,100,10,5,1101,,,,
Vijay Makka Poha Maize Flakes - 500 g,"Vijay Makka Poha Maize Flakes ? quality product for everyday use, 500 g.",Groceries,53,52,55,10,5,1101,,,,
Vijay Premium Puffed Rice - 500 g,"Vijay Premium Puffed Rice ? premium quality rice with long grains, ideal for everyday meals, 500 g.",Groceries,58,56,60,10,5,1101,,,,
Vijay Premium Quality Poha - 1 kg,"Vijay Premium Quality Poha ? quality product for everyday use, 1 kg.",Groceries,97,94,100,10,5,1101,,,,
Vim Anti Smell Liquid Dishwash Gel - 500 ML,"Vim Anti Smell Liquid Dishwash Gel ? powerful cleaning formula for sparkling clean results every time, 500 ML.",Home,151,147,156,10,18,3402,,,,
Vim Anti Smell Pudina Dishwash Bar - 1 pack (5 pieces x 190 g),"Vim Anti Smell Pudina Dishwash Bar ? powerful cleaning formula for sparkling clean results every time, 1 pack (5 pieces x 190 g).",Home,121,118,125,10,18,3402,,,,
Vim Lemon Dishwash Gel (900 ml) - 900 ML,"Vim Lemon Dishwash Gel (900 ml) ? powerful cleaning formula for sparkling clean results every time, 900 ML.",Home,184,179,190,10,18,3402,,,,
Vim Ultra Pro Lemongrass Floor Cleaner - 1.8 L,"Vim Ultra Pro Lemongrass Floor Cleaner ? powerful cleaning formula for sparkling clean results every time, 1.8 L.",Home,364,353,375,10,18,3402,,,,
Vimal Pure Gold Micro Filtered Groundnut Oil - 4.35 kg,"Vimal Pure Gold Micro Filtered Groundnut Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 4.35 kg.",Groceries,969,940,999,10,5,1515,,,,
Vimal Pure Gold Micro Filtered Groundnut Oil - 13 KG,"Vimal Pure Gold Micro Filtered Groundnut Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 13 KG.",Groceries,"2,485","2,411","2,562",10,5,1515,,,,
Vimal Refined Cottonseed Oil - 1 l,"Vimal Refined Cottonseed Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 l.",Groceries,161,156,166,10,,,,,,
Vimal Refined Cottonseed Oil - 13 KG,"Vimal Refined Cottonseed Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 13 KG.",Groceries,"2,700","2,619","2,783",10,,,,,,
Vistevia Sugar Free Strawberry Jam - 220 g,"Vistevia Sugar Free Strawberry Jam ? natural sweetener for everyday use in food and beverages, 220 g.",Groceries,290,281,299,10,5,1701,,,,
Vivel Fragrant Body Wash (Lavender + Almond Oil) - 400 ml,"Vivel Fragrant Body Wash (Lavender + Almond Oil) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 400 ml.",Groceries,96,93,99,10,18,1806,,,,
VOIISH Bio-Collagen Real Deep - 1 pc,"VOIISH Bio-Collagen Real Deep ? quality product for everyday use, 1 pc.",Groceries,242,235,250,10,,,,,,
Voiish Kitchen Towel Roll - 160 pulls (80 pulls x 2),"Voiish Kitchen Towel Roll ? soft and comfortable home linen for daily use, 160 pulls (80 pulls x 2).",Home,485,470,500,10,12,9403,,,,
VWash Plus Expert Hygiene Intimate Wash - 200 ml,"VWash Plus Expert Hygiene Intimate Wash ? quality product for everyday use, 200 ml.",Groceries,398,386,410,10,,,,,,
Wagh Bakri Dust Tea - 1 kg,"Wagh Bakri Dust Tea ? aromatic and refreshing brew to energise your day, 1 kg.",Groceries,504,489,520,10,,,,,,
Wagh Bakri Instant Tea Premix Elaichi + Ginger + Masala(Carton) - 12 units,"Wagh Bakri Instant Tea Premix Elaichi + Ginger + Masala(Carton) ? aromatic and refreshing brew to energise your day, 12 units.",Groceries,155,151,160,10,5,910,,,,
Wagh Bakri Lemon Ice Tea Premix - 400 g,"Wagh Bakri Lemon Ice Tea Premix ? aromatic and refreshing brew to energise your day, 400 g.",Groceries,204,198,210,10,,,,,,
Wagh Bakri Masala Instant Tea Premix(Carton) - 140 GM,"Wagh Bakri Masala Instant Tea Premix(Carton) ? aromatic and refreshing brew to energise your day, 140 GM.",Groceries,131,127,135,10,5,910,,,,
Wagh Bakri Navchetan Danedar Tea - 500 g,"Wagh Bakri Navchetan Danedar Tea ? aromatic and refreshing brew to energise your day, 500 g.",Groceries,107,104,110,10,,,,,,
Wagh Bakri Navchetan Leaf Tea - 1 kg,"Wagh Bakri Navchetan Leaf Tea ? aromatic and refreshing brew to energise your day, 1 kg.",Groceries,213,207,220,10,,,,,,
Wagh Bakri Premium Leaf Tea (500 g) - 500 g,"Wagh Bakri Premium Leaf Tea (500 g) ? aromatic and refreshing brew to energise your day, 500 g.",Groceries,286,278,295,10,,,,,,
Wagh Bakri Premium Leaf Tea - 1 kg,"Wagh Bakri Premium Leaf Tea ? aromatic and refreshing brew to energise your day, 1 kg.",Groceries,563,546,580,10,,,,,,
Wagh Bakri Premium Leaf Tea - 250 g,"Wagh Bakri Premium Leaf Tea ? aromatic and refreshing brew to energise your day, 250 g.",Groceries,136,132,140,10,,,,,,
Wagh Bakri Royale Leaf Tea - 225 g,"Wagh Bakri Royale Leaf Tea ? aromatic and refreshing brew to energise your day, 225 g.",Groceries,175,169,180,10,,,,,,
Wagh Desi Oiled Toor Dal - 5 KG,Wagh Desi Oiled Toor Dal ? energy-efficient lighting solution for home and office use.,Groceries,922,894,950,10,5,1101,,,,
Wagh Desi Oiled Toor Dal - 5 KG,Wagh Desi Oiled Toor Dal ? energy-efficient lighting solution for home and office use.,Groceries,970,941,"1,000",10,5,1101,,,,
Wai Wai Chicken Instant Noodles - 780 g,"Wai Wai Chicken Instant Noodles ? quality product for everyday use, 780 g.",Groceries,175,169,180,10,12,2106,,,,
Wai Wai Dynamite Himalayan Hot Chicken Instant Noodles - 110 GM,"Wai Wai Dynamite Himalayan Hot Chicken Instant Noodles ? quality product for everyday use, 110 GM.",Groceries,48,47,50,10,12,2106,,,,
Wai Wai Ready To Eat Veg Masala Flavoured Noodles - 390 g,"Wai Wai Ready To Eat Veg Masala Flavoured Noodles ? freshly ground spice blend to add authentic flavour to your cooking, 390 g.",Groceries,87,85,90,10,5,910,,,,
"Warm White FlexiShine Rope Light (5 m, 6 W) - Philips Lighting - 1 unit","Warm White FlexiShine Rope Light (5 m, 6 W) ? energy-efficient lighting solution for home and office use.",Electronics,"1,940","1,882","2,000",10,18,8543,,,,
Warm White Lantern Shape Light (1.7 W) - Parax - 1 unit,Warm White Lantern Shape Light (1.7 W) ? energy-efficient lighting solution for home and office use.,Groceries,581,564,599,10,,,,,,
Warmfinity Electric Hot Water Bag - 1 unit,"Warmfinity Electric Hot Water Bag ? pure and refreshing hydration for everyday use, 1 unit.",Groceries,387,375,399,10,12,2202,,,,
Warmfinity Rechargeable Electric Gas Lighter (Stainless Steel) - 1 unit,Warmfinity Rechargeable Electric Gas Lighter (Stainless Steel) ? energy-efficient lighting solution for home and office use.,Groceries,484,470,499,10,,,,,,
